m,us/ft,gAPI,m3/m3,mD,m3/m3,g/cm3,V/V
4888.6,67.543403625,156.13049316,0.0986000001,4.878,0.0065000001,2.589099884,0.380433321
4888.7,69.418403625,153.46170044,0.1162,-9999,0.0001,2.6145999432,0.4716999829
4888.8,71.239601135,155.58590698,0.1377999932,-9999,0.0001,2.6349000931,0.5386999846
4888.9,72.892402649,163.54930115,0.1615000069,-9999,0.0001,2.647300005,0.6559666991
4889,74.407203674,176.67010498,0.1835000068,-9999,0.0001,2.6498999596,0.7290333509
4889.1,75.603401184,193.17570496,0.198300004,-9999,0.0001,2.6443998814,0.7578999996
4889.2,76.545600891,211.56930542,0.2048999965,-9999,0.0001,2.635299921,0.757700026
4889.3,77.265800476,231.32060242,0.2053000033,-9999,0.0001,2.6259999275,0.7513333559
4889.4,77.412399292,251.1743927,0.2025000006,-9999,0.0001,2.618999958,0.7387999892
4889.5,77.256500244,268.5138855,0.1988999993,-9999,0.0001,2.614000082,0.7131999731
4889.6,76.807502747,280.76208496,0.1949999928,-9999,0.0009999999,2.6092998981,0.6925666928
4889.7,75.85949707,285.50030518,0.1911000013,-9999,0.0027999999,2.6015999317,0.6769000292
4889.8,74.80380249,284.78311157,0.1865999997,-9999,0.0152000003,2.5880000591,0.6213000417
4889.9,73.631202698,280.68051147,0.1801999956,-9999,0.0265666675,2.5664999485,0.5690000057
4890,72.217498779,275.24411011,0.1701000035,-9999,0.0368999988,2.5369000435,0.5199999809
4890.1,70.680801392,270.65618896,0.1565999985,-9999,0.0594333299,2.5041000843,0.3987333179
4890.2,68.992301941,267.91809082,0.1406999975,-9999,0.0731000006,2.4749999046,0.3104333282
4890.3,67.436500549,267.06021118,0.1235999987,0.0221,0.0778999999,2.4563000202,0.2551000118
4890.4,66.071899414,266.68148804,0.1072999984,-9999,0.0792333335,2.4497001171,0.1803000122
4890.5,65.012001038,265.15240479,0.0929000005,0.1004,0.078366667,2.4507000446,0.1308666766
4890.6,64.339302063,261.41891479,0.0815000013,0.2227,0.0753000006,2.4528999329,0.1067999974
4890.7,63.812999725,254.4691925,0.0737999976,-9999,0.0780999959,2.4505999088,0.0705999956
4890.8,63.444301605,243.63499451,0.0693000033,-9999,0.0808333308,2.4433000088,0.0460666642
4890.9,63.284801483,228.15950012,0.067400001,0.07670001,0.0834999979,2.4335999489,0.0331999995
4891,63.172901154,208.7480011,0.0672999993,-9999,0.0873666629,2.4251000881,0.023599999
4891.1,63.040901184,189.31149292,0.0680999979,-9999,0.0887666643,2.4207999706,0.0206000004
4891.2,62.872501373,173.11300659,0.0691,0.4143,0.0877000019,2.4223001003,0.0241999999
4891.3,62.669700623,163.46820068,0.0697000027,-9999,0.0785000026,2.4319999218,0.0470000021
4891.4,62.388698578,159.43179321,0.069600001,-9999,0.0712333322,2.4470000267,0.0644000024
4891.5,62.089199066,159.18319702,0.0687000006,0.3225,0.0658999979,2.4630000591,0.0763999969
4891.6,61.800098419,160.41479492,0.067400001,-9999,0.0616999976,2.4737999439,0.0824000016
4891.7,61.599399567,160.44299316,0.0662999973,-9999,0.0605333336,2.476099968,0.0820333362
4891.8,61.462501526,158.60760498,0.0654999986,0.007900001,0.0623999983,2.4704999924,0.0753000006
4891.9,61.374401093,156.84680176,0.0647,-9999,0.0702000037,2.4595000744,0.0517666675
4892,61.386398315,158.22619629,0.0637999997,-9999,0.0756333321,2.44810009,0.0353666656
4892.1,61.421699524,163.15829468,0.063000001,0.1688,0.0786999986,2.4395999908,0.0261000004
4892.2,61.472099304,169.27760315,0.0627000034,-9999,0.0797666684,2.4358999729,0.0241
4892.3,61.517398834,172.36909485,0.0632999986,-9999,0.0797333345,2.4365000725,0.0256666671
4892.4,61.545398712,170.70280457,0.0644999966,-9999,0.0785999969,2.4393000603,0.0307999998
4892.5,61.55670166,165.33869934,0.0659999996,0.04999999,0.0754666626,2.4432001114,0.0439333357
4892.6,61.471000671,159.07980347,0.0671000034,-9999,0.0730666667,2.4474999905,0.0530666672
4892.7,61.396800995,153.88980103,0.0676999986,-9999,0.0714000016,2.451800108,0.0582000017
4892.8,61.333900452,150.1414032,0.0678000003,0.0523,0.0703333318,2.4549000263,0.0602666661
4892.9,61.402599335,148.03590393,0.067400001,-9999,0.070266664,2.4549000263,0.0592
4893,61.529098511,147.28819275,0.0665000007,0.0309,0.0711999983,2.4525001049,0.0549999997
4893.1,61.721099854,147.82029724,0.0656000003,-9999,0.073466666,2.4493999481,0.046533335
4893.2,61.911499023,149.66859436,0.0649000034,-9999,0.0751000047,2.4470000267,0.0410000011
4893.3,62.122501373,152.39909363,0.0645999983,-9999,0.0760999992,2.4447999001,0.0384000018
4893.4,62.363700867,155.74530029,0.0649000034,-9999,0.0790999979,2.4414000511,0.0327333324
4893.5,62.579299927,159.3321991,0.065200001,-9999,0.0813333318,2.4368000031,0.0282000005
4893.6,62.750900269,162.35209656,0.065200001,-9999,0.0828000009,2.4328999519,0.0248000007
4893.7,62.850299835,164.10969543,0.0649000034,-9999,0.0827333331,2.4317998886,0.0231333338
4893.8,62.803798676,164.2223053,0.064199999,-9999,0.0820999965,2.4335999489,0.0230999999
4893.9,62.707099915,162.81930542,0.0636000037,-9999,0.0808999985,2.4370000362,0.0247000009
4894,62.562900543,160.35479736,0.0631000027,-9999,0.0782333314,2.440500021,0.0292333346
4894.1,62.349601746,157.19970703,0.0627999976,-9999,0.0762333348,2.4442000389,0.0331666656
4894.2,62.124000549,153.93449402,0.063000001,-9999,0.0749000013,2.4474999905,0.0364999995
4894.3,61.91619873,151.36830139,0.063699998,-9999,0.0753666684,2.448499918,0.0383666642
4894.4,61.861198425,149.89590454,0.0647,-9999,0.0771333352,2.4451999664,0.0363666676
4894.5,61.867900848,149.58270264,0.0653999969,-9999,0.0802000016,2.4367001057,0.0305000003
4894.6,61.90309906,150.03129578,0.0653999969,-9999,0.0877333358,2.4263999462,0.0115666669
4894.7,61.978900909,150.76829529,0.0644000024,-9999,0.0921000019,2.4177000523,0.0014
4894.8,62.029701233,151.26330566,0.0628999993,-9999,0.0932999998,2.4142999649,0
4894.9,61.867198944,151.44160461,0.0612999983,-9999,0.0888999999,2.4179000854,0.0006666667
4895,61.756698608,151.3986969,0.0599999987,-9999,0.0838666633,2.4282999039,0.0062666666
4895.1,61.666000366,151.25639343,0.0588999987,-9999,0.0781999975,2.4432001114,0.0167999994
4895.2,61.509899139,150.95970154,0.0581,-9999,0.0702000037,2.4570999146,0.0328000002
4895.3,61.401199341,150.37719727,0.057500001,-9999,0.0664333329,2.4649999142,0.0398333333
4895.4,61.322399139,149.23939514,0.0571000017,-9999,0.0669,2.4639000893,0.0379000008
4895.5,61.215198517,147.66720581,0.0568000004,-9999,0.074500002,2.4553000927,0.0193666667
4895.6,61.133598328,146.28059387,0.0562999994,-9999,0.0799666643,2.4447999001,0.0067333332
4895.7,61.071399689,145.64900208,0.0553000011,-9999,0.0833000019,2.4365000725,0
4895.8,60.933200836,146.34880066,0.0537,-9999,0.0828333348,2.4340999126,0
4895.9,60.832698822,148.21139526,0.0522999987,-9999,0.0811333284,2.4379999638,0
4896,60.769798279,150.94859314,0.0518000014,-9999,0.0781999975,2.4475998878,0
4896.1,60.610198975,153.99510193,0.0524999984,-9999,0.0684666708,2.4604001045,0.0241999999
4896.2,60.499698639,156.79800415,0.0537,-9999,0.0622666702,2.4714999199,0.0408999994
4896.3,60.451499939,158.75660706,0.0549999997,-9999,0.0595999993,2.4786000252,0.0500999987
4896.4,60.519699097,158.85600281,0.0557000004,-9999,0.0570666641,2.4821999073,0.0583666675
4896.5,60.638599396,156.79089355,0.0557999983,-9999,0.0549333319,2.4858999252,0.0643000007
4896.6,60.819198608,152.97819519,0.0555000007,-9999,0.053199999,2.4907999039,0.067900002
4896.7,60.903301239,148.3302002,0.0549999997,-9999,0.050999999,2.4951999187,0.0706999972
4896.8,60.925300598,143.73809814,0.0544999987,-9999,0.0500666648,2.4965999126,0.0714666694
4896.9,60.858798981,139.61920166,0.0542000011,-9999,0.0504000001,2.4958999157,0.0702000037
4897,60.688999176,136.16270447,0.054299999,-9999,0.0500000007,2.4958000183,0.0743333325
4897.1,60.53099823,133.72140503,0.0549000017,-9999,0.0489000008,2.4988000393,0.0799333304
4897.2,60.446601868,133.04530334,0.0559,-9999,0.0471000001,2.5043001175,0.0869999975
4897.3,60.480098724,134.7006073,0.057,-9999,0.043833334,2.510299921,0.0997999981
4897.4,60.558700562,138.69219971,0.0577999987,-9999,0.0424333327,2.5139000416,0.1057000011
4897.5,60.6731987,143.62759399,0.0579000004,-9999,0.0428999998,2.5125000477,0.1046999991
4897.6,60.715301514,148.26190186,0.0573999994,-9999,0.0494999997,2.5053999424,0.08563333
4897.7,60.770999908,151.5401001,0.0568000004,-9999,0.0548666678,2.4937000275,0.0715999976
4897.8,60.974201202,153.96789551,0.0571999997,-9999,0.0590000004,2.4823999405,0.0626000017
4897.9,61.218601227,156.80509949,0.0593999997,-9999,0.060800001,2.4753000736,0.0736000016
4898,61.539001465,161.45779419,0.0644999966,-9999,0.0599000007,2.4760000706,0.0927999988
4898.1,62.150901794,167.85780334,0.0728999972,-9999,0.0562999994,2.4853999615,0.1202000007
4898.2,62.698299408,174.92129517,0.0839999989,-9999,0.0427000001,2.5028998852,0.2115333378
4898.3,63.176399231,180.77960205,0.0969000012,-9999,0.0320666656,2.5271999836,0.28276667
4898.4,63.401100159,183.42919922,0.1098000035,-9999,0.0243999995,2.5520000458,0.3339000046
4898.5,63.516201019,182.31539917,0.1208000034,-9999,0.0184000004,2.5692000389,0.3918333352
4898.6,63.55739975,177.5861969,0.1273999959,-9999,0.0170666669,2.5722999573,0.4157333374
4898.7,63.620300293,170.43330383,0.1268000007,-9999,0.0204000007,2.5622999668,0.4056000113
4898.8,63.781101227,163.34539795,0.1194999963,-9999,0.0275333337,2.5492999554,0.3459333479
4898.9,64.024902344,158.8802948,0.1081999987,-9999,0.0300333332,2.5425999165,0.3073000014
4899,64.324203491,160.50410461,0.0979000032,-9999,0.0278999992,2.5492999554,0.2897000015
4899.1,64.622901917,168.83760071,0.0922000036,-9999,0.0152333332,2.565500021,0.3109000027
4899.2,64.920898438,183.70120239,0.0931999981,-9999,0.0062333331,2.5855998993,0.3401333392
4899.3,65.309898376,203.75219727,0.1032999977,-9999,0.0009,2.6019001007,0.3774000108
4899.4,65.715896606,224.15620422,0.1186000034,-9999,0.0003666667,2.6096000671,0.4466666579
4899.5,66.139602661,240.01390076,0.1318999976,-9999,0.0022,2.6066000462,0.4784333408
4899.6,66.280296326,244.79899597,0.1349000037,-9999,0.0063999998,2.5922999382,0.4726999998
4899.7,66.234596252,236.72380066,0.1290999949,-9999,0.0220666658,2.5713999271,0.3979000151
4899.8,65.944099426,219.2855072,0.1190000027,-9999,0.0339999981,2.5483000278,0.3370000124
4899.9,65.277801514,199.28379822,0.1070000008,-9999,0.0421999991,2.5258998871,0.2899999917
